"Y1","Y2","Y3"
55.8163408444975,572.277574137633,110.335895275207
50.5984833549761,672.069360360152,92.342392507298
40.6881893665111,510.932303013446,90.0221997999502
66.1254952321102,578.342665563378,81.9131015064594
29.5706053912054,520.986936227124,106.002610989781
31.976682684547,663.581448186458,99.6626242463959
31.7532109220039,431.240630861641,115.976486552488
47.3884511177336,554.691775214039,119.583236915863
64.8031728789274,586.444153820877,77.10971238348
35.0436484181697,564.274325411464,98.665426770432
32.6452404417381,542.862204408277,95.0599055328747
51.7484161416381,372.907139864467,77.2029278250478
54.6557962494597,546.312748136282,83.5678893926623
46.0638519075253,652.850407995369,76.1872793814164
27.7218442803076,553.314894810405,103.545428927822
44.4709134532885,397.794254397475,109.15339727072
56.9708756632952,465.147400446639,123.062375209526
63.7771357063073,308.28757618675,86.6621157347868
64.5506970244993,575.981004709584,85.7835193932488
20.9309494684346,559.01046709305,96.145357202768
40.7864551186024,519.4009933864,131.527652639885
36.426430983899,505.881642150223,103.806418415165
64.4321502137251,521.912850133553,115.466950338125
39.8784642914939,678.069606925616,91.6425997542986
65.4510124723947,449.959282944804,107.934696777522
42.5504568215024,394.02118506663,91.4437445427627
44.2582259936768,561.028083038328,94.7497831431976
57.384639926525,475.96380513862,94.6117036642759
50.4383115722125,515.767609888585,94.127894707754
58.61445514566,411.542720975876,112.849046351669
31.4343373486795,545.882962583485,97.965860006636
47.6850313656407,642.08761353409,97.9610204042205
42.3338958292275,527.734771854797,89.407164479127
44.4973918622606,606.651284071758,103.358823818968
37.7325139004189,567.42151405565,128.819004998897
45.0609337599014,450.252753748064,102.120513359202
43.4335999891526,339.133122215663,103.593592539043
69.1149483934084,560.937052074472,110.634209598695
32.8927096321833,370.469785043526,69.8634164991313
70.5983666321389,556.958688085692,114.016131960125
47.0902459209739,672.123812173565,118.259786274498
43.680022874174,643.680370089592,77.2918104070008
50.1727811583328,478.747464849101,100.576411701794
31.5226100659232,609.064319199597,102.955729048488
57.9166054912831,656.968044688167,108.008841249029
46.4223634817699,582.29964908492,113.164501661521
41.210638505016,775.95212521873,117.554443333302
59.3736703206318,364.085820875319,105.691480956651
41.266667380083,607.633342019217,83.4812901283398
50.2515792494478,457.554169928436,111.553844734304
53.2638694187254,426.996928255729,99.5088595413318
44.1872777715304,598.752605288956,65.4130006705142
38.4228009549536,485.494660585338,105.123430232875
38.834343539041,337.114647505674,81.3467371922433
60.2366709267847,585.480106134102,95.9576511504746
56.5011405566099,615.151134219059,114.353139801085
48.6055159887147,408.352580087121,91.9743851865042
60.333326644751,522.628864920702,110.224469549489
37.0312498499988,484.476024414755,100.903398888504
57.5372958215657,453.569203975711,93.4935054935429
58.7818358875254,562.10636430319,116.300063061549
40.9643801964474,556.962862222344,105.025309551998
34.6898273231428,382.836723515215,96.3961533157502
43.8041341053489,449.885662450969,111.779412337576
32.5867565002624,426.193796754207,106.636761427568
